id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2285366,Lovely Parisian Room & Private Bath,11674990,Paul & Paula,,Unincorporated Areas,37.46967,-122.16239,Private room,140,1,240,2023-03-22,2.16,1,169,17,
2299551,Luxury 1 br Condo near Stanford,10789323,Aline,,Atherton,37.46489,-122.20498,Entire home/apt,119,30,25,2020-08-06,0.23,1,85,0,
7940669,Masterbedroom and bath w/attached private balcony,37850778,Li,,Redwood City,37.53513,-122.24956,Private room,95,30,8,2022-08-13,0.09,4,316,1,
5916440,Not Available,30725121,Brian,,Daly City,37.69344,-122.49399,Private room,175,3,20,2020-01-01,0.21,1,114,0,
8045903,Custom 4/3 Home (possible 5/4) and Great location!,8395679,Alicia,,San Carlos,37.50204,-122.27056,Entire home/apt,550,14,4,2021-07-24,0.06,1,132,0,
5920194,Charming 3BD Home in Millbrae,13832534,Martha,,Millbrae,37.6091,-122.41218,Entire home/apt,400,30,50,2020-10-01,0.52,1,199,0,
5957090,"Charming & Cozy Room, Close to BART/Caltrain",3153014,Lisa Myshall,,Millbrae,37.59095,-122.39543,Private room,125,1,82,2019-11-21,0.85,7,365,0,
2304383,Private Bedroom in Downtown Burlingame,11768748,Joyce,,Burlingame,37.57758,-122.347,Private room,65,3,4,2022-01-22,0.09,1,0,0,
8087695,Menlo Park  2 Bedr Cottage,42709602,Amanda & Richard,,Menlo Park,37.44162,-122.17854,Entire home/apt,308,5,106,2022-11-29,1.27,1,290,20,
2320887,"Stunning World Traveler, Art Filled, Lush Garden, Eco Home",11853903,Todd,,East Palo Alto,37.46504,-122.13793,Entire home/apt,311,2,509,2023-02-25,4.59,2,239,62,
